Entity,Code,Year,Hospital beds (total number)
Nepal,NPL,1980,2637
Nepal,NPL,1985,3038
Nepal,NPL,1987,4001
Nepal,NPL,1988,4321
Nepal,NPL,1989,4506
Nepal,NPL,1990,4605
Nepal,NPL,1991,4603
Nepal,NPL,1992,4837
Nepal,NPL,1993,4891
Nepal,NPL,1994,4888
Nepal,NPL,1995,3668
Nepal,NPL,1996,3534
Nepal,NPL,1997,3839
Nepal,NPL,1999,4702
Nepal,NPL,2001,4869
Nepal,NPL,2002,3709
Nepal,NPL,2006,130333
Nepal,NPL,2012,8097
Netherlands,NLD,1990,86719
Netherlands,NLD,1991,85898
Netherlands,NLD,1992,86550
Netherlands,NLD,1993,85626
Netherlands,NLD,1994,83067
Netherlands,NLD,1995,81933
Netherlands,NLD,1996,80759
Netherlands,NLD,1997,81175
Netherlands,NLD,1998,80107
Netherlands,NLD,1999,79060
Netherlands,NLD,2000,76442
Netherlands,NLD,2001,75417
Netherlands,NLD,2002,74285
Netherlands,NLD,2003,73014
Netherlands,NLD,2004,73268
Netherlands,NLD,2005,72698
Netherlands,NLD,2006,78140
Netherlands,NLD,2007,77680
Netherlands,NLD,2008,77270
Netherlands,NLD,2009,76980
Netherlands,NLD,2012,71128
Netherlands,NLD,2013,70310
Netherlands,NLD,2015,59597
Netherlands,NLD,2016,58565
Netherlands,NLD,2017,56886
New Zealand,NZL,1960,27750
New Zealand,NZL,1970,30356
New Zealand,NZL,1980,31752
New Zealand,NZL,1985,30847
New Zealand,NZL,1990,28303
New Zealand,NZL,1991,25864
New Zealand,NZL,1992,25075
New Zealand,NZL,1993,23219
New Zealand,NZL,1994,24254
New Zealand,NZL,1995,22775
New Zealand,NZL,1996,22765
New Zealand,NZL,1997,23066
New Zealand,NZL,1998,23653
New Zealand,NZL,2002,24481
New Zealand,NZL,2009,10352
New Zealand,NZL,2010,11948
New Zealand,NZL,2011,12348
New Zealand,NZL,2012,12469
New Zealand,NZL,2013,12362
New Zealand,NZL,2014,12412
New Zealand,NZL,2015,12474
New Zealand,NZL,2016,12821
New Zealand,NZL,2017,13010
New Zealand,NZL,2018,12702
Nicaragua,NIC,1960,3827
Nicaragua,NIC,1970,5488
Nicaragua,NIC,1975,6770
Nicaragua,NIC,1985,8985
Nicaragua,NIC,1989,7459
Nicaragua,NIC,1990,7601
Nicaragua,NIC,1993,8032
Nicaragua,NIC,1996,7018
Nicaragua,NIC,2003,4763
Nicaragua,NIC,2004,4828
Nicaragua,NIC,2005,4895
Nicaragua,NIC,2006,5514
Nicaragua,NIC,2007,5031
Nicaragua,NIC,2008,5101
Nicaragua,NIC,2010,4659
Nicaragua,NIC,2011,6493
Nicaragua,NIC,2012,5384
Nicaragua,NIC,2013,5456
Nicaragua,NIC,2014,5528
Niger,NER,1960,1388
Niger,NER,1970,2231
Niger,NER,1975,2568
Niger,NER,1987,3986
Niger,NER,1994,1784
Niger,NER,1995,1139
Niger,NER,1996,1179
Niger,NER,1997,1832
Niger,NER,1998,1265
Niger,NER,2005,4087
Niger,NER,2015,6000
Nigeria,NGA,1960,18875
Nigeria,NGA,1970,31339
Nigeria,NGA,1975,35223
Nigeria,NGA,1980,63600
Nigeria,NGA,1988,575845
Nigeria,NGA,1990,158833
Nigeria,NGA,2000,146741
Nigeria,NGA,2004,67660
North America,,1960,1773605
North America,,1965,1883474
North America,,1970,1769609
North America,,1971,1722582
North America,,1972,1718048
North America,,1973,1688073
North America,,1974,1680679
North America,,1975,1626351
North America,,1976,1601187
North America,,1977,1573582
North America,,1978,1545709
North America,,1979,1537738
North America,,1980,1530389
North America,,1981,1525437
North America,,1982,1537945
North America,,1983,1528815
North America,,1984,1518658
North America,,1985,1484629
North America,,1986,1471907
North America,,1987,1434759
North America,,1988,1421397
North America,,1989,1406241
North America,,1990,1389597
North America,,1991,1377215
North America,,1992,1336281
North America,,1993,1324804
North America,,1994,1256400
North America,,1995,1238502
North America,,1996,1187222
North America,,1997,1167916
North America,,1998,1147540
North America,,1999,1123331
North America,,2000,1092116
North America,,2001,1112389
North America,,2002,1094174
North America,,2003,1071486
North America,,2005,1055488
North America,,2006,1035922
North America,,2007,1035974
North America,,2008,1055936
North America,,2009,1058808
North America,,2010,1019985
North America,,2011,996484
North America,,2012,1004150
North America,,2013,1018496
North Korea,PRK,2002,308081
North Korea,PRK,2010,351048
North Korea,PRK,2012,327368
North Macedonia,MKD,1970,9379
North Macedonia,MKD,1971,9469
North Macedonia,MKD,1972,9642
North Macedonia,MKD,1973,9558
North Macedonia,MKD,1974,9751
North Macedonia,MKD,1975,9816
North Macedonia,MKD,1976,9695
North Macedonia,MKD,1977,9755
North Macedonia,MKD,1978,9715
North Macedonia,MKD,1979,9977
North Macedonia,MKD,1980,10003
North Macedonia,MKD,1981,10060
North Macedonia,MKD,1982,10489
North Macedonia,MKD,1983,10495
North Macedonia,MKD,1984,10668
North Macedonia,MKD,1985,10922
North Macedonia,MKD,1986,10930
North Macedonia,MKD,1987,10825
North Macedonia,MKD,1988,10924
North Macedonia,MKD,1989,10981
North Macedonia,MKD,1990,11873
North Macedonia,MKD,1991,11536
North Macedonia,MKD,1992,11328
North Macedonia,MKD,1993,11112
North Macedonia,MKD,1994,10998
North Macedonia,MKD,1995,10729
North Macedonia,MKD,1996,10345
North Macedonia,MKD,1997,10318
North Macedonia,MKD,1998,10362
North Macedonia,MKD,1999,10324
North Macedonia,MKD,2000,10378
North Macedonia,MKD,2001,10010
North Macedonia,MKD,2002,9835
North Macedonia,MKD,2003,9856
North Macedonia,MKD,2004,9874
North Macedonia,MKD,2005,9683
North Macedonia,MKD,2006,9490
North Macedonia,MKD,2007,9501
North Macedonia,MKD,2008,9303
North Macedonia,MKD,2009,9183
North Macedonia,MKD,2010,9434
North Macedonia,MKD,2011,9279
North Macedonia,MKD,2012,9076
North Macedonia,MKD,2013,9177
North Macedonia,MKD,2014,9088
North Macedonia,MKD,2015,9084
North Macedonia,MKD,2016,9059
North Macedonia,MKD,2017,8879
Norway,NOR,1986,24587
Norway,NOR,1987,23865
Norway,NOR,1988,22310
Norway,NOR,1989,20289
Norway,NOR,1990,19511
Norway,NOR,1991,18752
Norway,NOR,1992,18432
Norway,NOR,1993,18110
Norway,NOR,1994,17780
Norway,NOR,1995,17437
Norway,NOR,1996,17525
Norway,NOR,1997,17621
Norway,NOR,1998,17726
Norway,NOR,1999,17401
Norway,NOR,2000,17066
Norway,NOR,2001,17152
Norway,NOR,2002,22691
Norway,NOR,2003,22824
Norway,NOR,2004,23878
Norway,NOR,2005,23861
Norway,NOR,2006,23427
Norway,NOR,2007,22906
Norway,NOR,2008,22101
Norway,NOR,2009,21840
Norway,NOR,2010,21044
Norway,NOR,2011,20778
Norway,NOR,2012,19937
Norway,NOR,2013,19600
Norway,NOR,2014,19751
Norway,NOR,2015,19519
Norway,NOR,2016,19277
Norway,NOR,2017,18996
OECD members,,1960,6919377
OECD members,,1970,7966043
OECD members,,1980,7654919
OECD members,,1985,8225569
OECD members,,1990,6122742
OECD members,,1991,6260674
OECD members,,1992,6022025
OECD members,,1993,7210012
OECD members,,1994,7255634
OECD members,,1995,7067986
OECD members,,1996,6944148
OECD members,,1997,6901195
OECD members,,1998,6818523
OECD members,,1999,6723488
OECD members,,2000,6632209
OECD members,,2001,6420729
OECD members,,2002,6502795
OECD members,,2003,6561364
OECD members,,2004,7425598
OECD members,,2005,6817797
OECD members,,2006,6453496
OECD members,,2007,5043034
OECD members,,2008,6670897
OECD members,,2009,6469651
OECD members,,2010,4815671
OECD members,,2011,4713318
OECD members,,2012,6346641
OECD members,,2013,4821203
Oman,OMN,1960,185
Oman,OMN,1980,1870
Oman,OMN,1981,1962
Oman,OMN,1989,4365
Oman,OMN,1990,3821
Oman,OMN,1998,4954
Oman,OMN,2000,4990
Oman,OMN,2001,4819
Oman,OMN,2002,4670
Oman,OMN,2003,4772
Oman,OMN,2004,5380
Oman,OMN,2005,5274
Oman,OMN,2006,5420
Oman,OMN,2007,5314
Oman,OMN,2008,5502
Oman,OMN,2009,5177
Oman,OMN,2010,5475
Oman,OMN,2011,5852
Oman,OMN,2012,5947
Oman,OMN,2013,6400
Oman,OMN,2014,6444
Pacific island small states,,1960,4135
Pacific island small states,,1970,5628
Pacific island small states,,1980,5130
Pacific island small states,,1981,5383
Pacific island small states,,2005,4309
Pakistan,PAK,1960,25070
Pakistan,PAK,1970,30280
Pakistan,PAK,1975,35166
Pakistan,PAK,1980,44733
Pakistan,PAK,1981,45931
Pakistan,PAK,1986,57082
Pakistan,PAK,1989,63157
Pakistan,PAK,1990,68895
Pakistan,PAK,1991,72250
Pakistan,PAK,1992,73439
Pakistan,PAK,1993,76282
Pakistan,PAK,2000,99641
Pakistan,PAK,2001,102185
Pakistan,PAK,2002,104685
Pakistan,PAK,2003,107165
Pakistan,PAK,2004,109665
Pakistan,PAK,2005,112213
Pakistan,PAK,2006,213229
Pakistan,PAK,2007,167808
Pakistan,PAK,2008,102989
Pakistan,PAK,2009,105315
Pakistan,PAK,2010,107655
Pakistan,PAK,2011,110004
Pakistan,PAK,2012,112369
Pakistan,PAK,2013,114758
Pakistan,PAK,2014,117184
Palau,PLW,1998,81
Palau,PLW,2006,115
Palau,PLW,2007,96
Palau,PLW,2009,90
Palau,PLW,2010,86
Palestine,PSE,1996,3106
Panama,PAN,1960,4277
Panama,PAN,1970,4519
Panama,PAN,1975,5902
Panama,PAN,1985,7442
Panama,PAN,1990,6177
Panama,PAN,1993,7100
Panama,PAN,1996,6180
Panama,PAN,2002,7873
Panama,PAN,2004,7846
Panama,PAN,2005,7326
Panama,PAN,2006,7801
Panama,PAN,2007,7943
Panama,PAN,2008,8087
Panama,PAN,2009,8232
Panama,PAN,2010,8742
Panama,PAN,2011,8154
Panama,PAN,2012,8672
Panama,PAN,2013,8822
Papua New Guinea,PNG,1970,18375
Papua New Guinea,PNG,1975,15521
Papua New Guinea,PNG,1980,19800
Papua New Guinea,PNG,1984,19873
Papua New Guinea,PNG,1985,19325
Papua New Guinea,PNG,1989,15008
Papua New Guinea,PNG,1990,18575
Paraguay,PRY,1960,4549
Paraguay,PRY,1970,4032
Paraguay,PRY,1975,4698
Paraguay,PRY,1989,5429
Paraguay,PRY,1990,3937
Paraguay,PRY,1993,5922
Paraguay,PRY,1994,2804
Paraguay,PRY,1996,6549
Paraguay,PRY,2002,6638
Paraguay,PRY,2005,6989
Paraguay,PRY,2006,7687
Paraguay,PRY,2007,7798
Paraguay,PRY,2008,7906
Paraguay,PRY,2009,8013
Paraguay,PRY,2010,8122
Paraguay,PRY,2011,8234
Peru,PER,1960,24488
Peru,PER,1970,29245
Peru,PER,1975,38562
Peru,PER,1985,33307
Peru,PER,1990,31191
Peru,PER,1992,34450
Peru,PER,1993,30431
Peru,PER,1994,32369
Peru,PER,1996,36388
Peru,PER,2003,38321
Peru,PER,2004,24862
Peru,PER,2007,34000
Peru,PER,2008,42843
Peru,PER,2009,46068
Peru,PER,2010,43542
Peru,PER,2011,43896
Peru,PER,2012,44260
Peru,PER,2013,44661
Peru,PER,2014,48145
Philippines,PHL,1960,22039
Philippines,PHL,1970,42599
Philippines,PHL,1975,70578
Philippines,PHL,1976,72558
Philippines,PHL,1980,80930
Philippines,PHL,1982,85715
Philippines,PHL,1983,88151
Philippines,PHL,1984,90614
Philippines,PHL,1985,95292
Philippines,PHL,1986,95576
Philippines,PHL,1990,86152
Philippines,PHL,1991,80873
Philippines,PHL,1992,89084
Philippines,PHL,1993,71329
Philippines,PHL,2001,79673
Philippines,PHL,2002,40683
Philippines,PHL,2006,43944
Philippines,PHL,2007,44703
Philippines,PHL,2008,45451
Philippines,PHL,2009,46207
Philippines,PHL,2010,46983
Philippines,PHL,2011,95570
Poland,POL,1960,136332
Poland,POL,1970,169854
Poland,POL,1980,199215
Poland,POL,1985,212051
Poland,POL,1990,217231
Poland,POL,1991,218003
Poland,POL,1992,214837
Poland,POL,1993,215384
Poland,POL,1994,215839
Poland,POL,1995,212272
Poland,POL,1996,212434
Poland,POL,1997,208708
Poland,POL,1998,204916
Poland,POL,1999,197167
Poland,POL,2000,187467
Poland,POL,2002,214090
Poland,POL,2003,255971
Poland,POL,2004,255821
Poland,POL,2005,248860
Poland,POL,2006,246851
Poland,POL,2007,244877
Poland,POL,2008,252375
Poland,POL,2009,253815
Poland,POL,2010,251456
Poland,POL,2011,252281
Poland,POL,2012,252352
Poland,POL,2013,251383
Poland,POL,2014,251904
Poland,POL,2015,252029
Poland,POL,2016,252136
Poland,POL,2017,251537
Portugal,PRT,1985,40094
Portugal,PRT,1986,40131
Portugal,PRT,1987,40120
Portugal,PRT,1988,40078
Portugal,PRT,1989,41020
Portugal,PRT,1990,40931
Portugal,PRT,1991,40837
Portugal,PRT,1992,39810
Portugal,PRT,1993,38862
Portugal,PRT,1994,38967
Portugal,PRT,1995,39102
Portugal,PRT,1996,40256
Portugal,PRT,1997,39425
Portugal,PRT,1998,39625
Portugal,PRT,1999,38828
Portugal,PRT,2000,38073
Portugal,PRT,2001,37306
Portugal,PRT,2002,37511
Portugal,PRT,2003,37652
Portugal,PRT,2004,37742
Portugal,PRT,2005,37372
Portugal,PRT,2006,36605
Portugal,PRT,2007,36220
Portugal,PRT,2008,35803
Portugal,PRT,2009,35635
Portugal,PRT,2010,35646
Portugal,PRT,2011,35601
Portugal,PRT,2012,35815
Portugal,PRT,2013,35478
Portugal,PRT,2014,34522
Portugal,PRT,2015,34890
Portugal,PRT,2016,35037
Portugal,PRT,2017,34953
Puerto Rico,PRI,1996,12366
Qatar,QAT,1970,606
Qatar,QAT,1981,729
Qatar,QAT,1989,1062
Qatar,QAT,1997,883
Qatar,QAT,2000,1422
Qatar,QAT,2001,1476
Qatar,QAT,2002,1538
Qatar,QAT,2003,1636
Qatar,QAT,2004,1808
Qatar,QAT,2005,2077
Qatar,QAT,2006,2557
Qatar,QAT,2007,3046
Qatar,QAT,2008,2011
Qatar,QAT,2009,2317
Qatar,QAT,2010,2228
Qatar,QAT,2011,2443
Qatar,QAT,2012,2635
Qatar,QAT,2013,3271
Qatar,QAT,2014,2951
Romania,ROU,1960,133878
Romania,ROU,1980,195206
Romania,ROU,1981,196695
Romania,ROU,1982,198376
Romania,ROU,1984,201543
Romania,ROU,1985,203443
Romania,ROU,1986,204513
Romania,ROU,1987,205402
Romania,ROU,1988,206186
Romania,ROU,1989,206996
Romania,ROU,1990,206958
Romania,ROU,1991,205219
Romania,ROU,1992,179211
Romania,ROU,1993,179145
Romania,ROU,1994,174898
Romania,ROU,1995,173308
Romania,ROU,1996,171000
Romania,ROU,1997,166448
Romania,ROU,1998,164529
Romania,ROU,1999,164271
Romania,ROU,2000,172811
Romania,ROU,2001,170416
Romania,ROU,2002,167325
Romania,ROU,2003,144548
Romania,ROU,2004,143727
Romania,ROU,2005,144974
Romania,ROU,2006,141998
Romania,ROU,2007,135739
Romania,ROU,2008,135550
Romania,ROU,2009,142203
Romania,ROU,2010,134736
Romania,ROU,2011,130970
Romania,ROU,2012,132303
Romania,ROU,2013,133354
Romania,ROU,2014,133619
Romania,ROU,2015,134572
Romania,ROU,2016,134763
Romania,ROU,2017,134998
Russia,RUS,1985,1867507
Russia,RUS,1986,1890331
Russia,RUS,1987,1913963
Russia,RUS,1988,1934870
Russia,RUS,1989,1947879
Russia,RUS,1990,1935997
Russia,RUS,1991,1887822
Russia,RUS,1992,1819106
Russia,RUS,1993,1811335
Russia,RUS,1994,1774277
Russia,RUS,1995,1761220
Russia,RUS,1996,1723101
Russia,RUS,1997,1677360
Russia,RUS,1998,1640621
Russia,RUS,1999,1597276
Russia,RUS,2000,1597902
Russia,RUS,2001,1576542
Russia,RUS,2002,1554775
Russia,RUS,2003,1518807
Russia,RUS,2004,1426264
Russia,RUS,2005,1575433
Russia,RUS,2006,1553562
Russia,RUS,2007,1521656
Russia,RUS,2008,1398495
Russia,RUS,2009,1373416
Russia,RUS,2010,1339492
Russia,RUS,2011,1347080
Russia,RUS,2012,1332319
Russia,RUS,2013,1301924
Russia,RUS,2014,1266814
Russia,RUS,2015,1222009
Russia,RUS,2016,1197247
Russia,RUS,2017,1182693
Rwanda,RWA,1970,4712
Rwanda,RWA,1975,5424
Rwanda,RWA,1980,7874
Rwanda,RWA,1981,7877
Rwanda,RWA,1989,6316
Rwanda,RWA,1990,12041
Rwanda,RWA,2004,14757
Rwanda,RWA,2006,14469
Rwanda,RWA,2007,14838
Saint Kitts and Nevis,KNA,1960,198
Saint Kitts and Nevis,KNA,1970,267
Saint Kitts and Nevis,KNA,1980,369
Saint Kitts and Nevis,KNA,1990,370
Saint Kitts and Nevis,KNA,1995,269
Saint Kitts and Nevis,KNA,1996,270
Saint Kitts and Nevis,KNA,2001,192
Saint Kitts and Nevis,KNA,2002,248
Saint Kitts and Nevis,KNA,2003,252
Saint Kitts and Nevis,KNA,2004,278
Saint Kitts and Nevis,KNA,2005,267
Saint Kitts and Nevis,KNA,2008,265
Saint Kitts and Nevis,KNA,2009,292
Saint Kitts and Nevis,KNA,2010,235
Saint Kitts and Nevis,KNA,2011,237
Saint Kitts and Nevis,KNA,2012,115
Saint Lucia,LCA,1960,384
Saint Lucia,LCA,1970,525
Saint Lucia,LCA,1990,552
Saint Lucia,LCA,1993,624
Saint Lucia,LCA,1995,485
Saint Lucia,LCA,1996,503
Saint Lucia,LCA,2000,360
Saint Lucia,LCA,2002,510
Saint Lucia,LCA,2003,466
Saint Lucia,LCA,2005,490
Saint Lucia,LCA,2006,480
Saint Lucia,LCA,2007,469
Saint Lucia,LCA,2009,258
Saint Lucia,LCA,2011,281
Saint Lucia,LCA,2013,231
Saint Vincent and the Grenadines,VCT,1960,391
Saint Vincent and the Grenadines,VCT,1970,452
Saint Vincent and the Grenadines,VCT,1990,505
Saint Vincent and the Grenadines,VCT,1993,542
Saint Vincent and the Grenadines,VCT,1996,200
Saint Vincent and the Grenadines,VCT,2001,507
Saint Vincent and the Grenadines,VCT,2002,486
Saint Vincent and the Grenadines,VCT,2003,487
Saint Vincent and the Grenadines,VCT,2004,488
Saint Vincent and the Grenadines,VCT,2005,489
Saint Vincent and the Grenadines,VCT,2007,326
Saint Vincent and the Grenadines,VCT,2010,281
Saint Vincent and the Grenadines,VCT,2011,292
Saint Vincent and the Grenadines,VCT,2012,564
Saint Vincent and the Grenadines,VCT,2013,272
Saint Vincent and the Grenadines,VCT,2014,283
Samoa,WSM,1960,543
Samoa,WSM,1970,653
Samoa,WSM,1980,699
Samoa,WSM,1981,683
Samoa,WSM,2000,576
Samoa,WSM,2002,265
Samoa,WSM,2003,362
Samoa,WSM,2005,180
San Marino,SMR,1980,143
San Marino,SMR,1984,154
San Marino,SMR,1985,154
San Marino,SMR,1986,154
San Marino,SMR,1987,155
San Marino,SMR,1988,180
San Marino,SMR,1989,177
San Marino,SMR,1990,173
San Marino,SMR,2011,122
San Marino,SMR,2012,122
Sao Tome and Principe,STP,1960,2592
Sao Tome and Principe,STP,1970,1992
Sao Tome and Principe,STP,1991,578
Sao Tome and Principe,STP,2003,481
Sao Tome and Principe,STP,2006,517
Sao Tome and Principe,STP,2011,535
Saudi Arabia,SAU,1960,3166
Saudi Arabia,SAU,1970,6895
Saudi Arabia,SAU,1981,15037
Saudi Arabia,SAU,1990,40526
Saudi Arabia,SAU,1997,44636
Saudi Arabia,SAU,2000,47527
Saudi Arabia,SAU,2001,67848
Saudi Arabia,SAU,2002,47972
Saudi Arabia,SAU,2003,49405
Saudi Arabia,SAU,2004,50892
Saudi Arabia,SAU,2005,54777
Saudi Arabia,SAU,2006,56346
Saudi Arabia,SAU,2007,55406
Saudi Arabia,SAU,2008,56955
Saudi Arabia,SAU,2009,58587
Saudi Arabia,SAU,2010,60327
Saudi Arabia,SAU,2011,59362
Saudi Arabia,SAU,2012,61226
Saudi Arabia,SAU,2013,66116
Saudi Arabia,SAU,2014,83476
Senegal,SEN,1960,4211
Senegal,SEN,1970,5528
Senegal,SEN,1975,6360
Senegal,SEN,1989,3827
Senegal,SEN,1990,5491
Senegal,SEN,1994,2094
Senegal,SEN,1996,4011
Senegal,SEN,1998,3739
Senegal,SEN,2007,1169
Senegal,SEN,2008,3601
Serbia,SRB,2005,43901
Serbia,SRB,2006,42246
Serbia,SRB,2007,40599
Serbia,SRB,2008,40426
Serbia,SRB,2009,39201
Serbia,SRB,2010,39299
Serbia,SRB,2011,39276
Serbia,SRB,2012,39171
Serbia,SRB,2013,39396
Serbia,SRB,2014,39395
Serbia,SRB,2015,39594
Serbia,SRB,2016,39458
Serbia,SRB,2017,39377
Seychelles,SYC,1960,296
Seychelles,SYC,1970,348
Seychelles,SYC,1975,293
Seychelles,SYC,1985,315
Seychelles,SYC,1989,435
Seychelles,SYC,2006,482
Seychelles,SYC,2009,340
Seychelles,SYC,2011,315
Sierra Leone,SLE,1960,1791
Sierra Leone,SLE,1970,2540
Sierra Leone,SLE,1975,2754
Sierra Leone,SLE,1980,4115
Sierra Leone,SLE,2006,2332
Singapore,SGP,1960,7232
Singapore,SGP,1970,7672
Singapore,SGP,1975,7542
Singapore,SGP,1980,9551
Singapore,SGP,1981,9898
Singapore,SGP,1990,10993
Singapore,SGP,1991,11121
Singapore,SGP,1992,11150
Singapore,SGP,1993,12070
Singapore,SGP,1994,12190
Singapore,SGP,2001,12000
Singapore,SGP,2003,11522
Singapore,SGP,2005,13650
Singapore,SGP,2006,14084
Singapore,SGP,2007,14775
Singapore,SGP,2008,15002
Singapore,SGP,2011,10367
Singapore,SGP,2013,11338
Singapore,SGP,2015,13284
Slovakia,SVK,1985,46222
Slovakia,SVK,1986,46444
Slovakia,SVK,1987,46747
Slovakia,SVK,1988,46274
Slovakia,SVK,1989,46514
Slovakia,SVK,1990,39469
Slovakia,SVK,1991,40188
Slovakia,SVK,1992,40111
Slovakia,SVK,1993,41931
Slovakia,SVK,1994,37955
Slovakia,SVK,1996,44599
Slovakia,SVK,1997,43605
Slovakia,SVK,1998,43124
Slovakia,SVK,1999,43168
Slovakia,SVK,2000,42032
Slovakia,SVK,2001,41417
Slovakia,SVK,2002,40865
Slovakia,SVK,2003,38688
Slovakia,SVK,2004,37069
Slovakia,SVK,2005,36471
Slovakia,SVK,2006,36185
Slovakia,SVK,2007,36449
Slovakia,SVK,2008,35452
Slovakia,SVK,2009,35248
Slovakia,SVK,2010,34850
Slovakia,SVK,2011,32663
Slovakia,SVK,2012,31963
Slovakia,SVK,2013,31416
Slovakia,SVK,2014,31348
Slovakia,SVK,2015,31172
Slovakia,SVK,2016,31412
Slovakia,SVK,2017,31659
Slovenia,SVN,1980,13219
Slovenia,SVN,1982,12760
Slovenia,SVN,1984,12561
Slovenia,SVN,1985,12283
Slovenia,SVN,1986,12322
Slovenia,SVN,1987,12367
Slovenia,SVN,1988,12247
Slovenia,SVN,1989,12105
Slovenia,SVN,1990,12070
Slovenia,SVN,1991,12019
Slovenia,SVN,1992,11853
Slovenia,SVN,1993,11554
Slovenia,SVN,1994,11493
Slovenia,SVN,1995,11442
Slovenia,SVN,1996,11256
Slovenia,SVN,1997,11260
Slovenia,SVN,1998,11137
Slovenia,SVN,1999,11006
Slovenia,SVN,2000,10740
Slovenia,SVN,2001,10359
Slovenia,SVN,2002,10172
Slovenia,SVN,2003,9979
Slovenia,SVN,2004,9586
Slovenia,SVN,2005,9666
Slovenia,SVN,2006,9567
Slovenia,SVN,2007,9414
Slovenia,SVN,2008,9586
Slovenia,SVN,2009,9389
Slovenia,SVN,2010,9367
Slovenia,SVN,2011,9493
Slovenia,SVN,2012,9349
Slovenia,SVN,2013,9377
Slovenia,SVN,2014,9356
Slovenia,SVN,2015,9315
Slovenia,SVN,2016,9266
Slovenia,SVN,2017,9294
Small states,,1960,65020
Solomon Islands,SLB,1960,864
Solomon Islands,SLB,1970,1176
Solomon Islands,SLB,1981,1355
Solomon Islands,SLB,1990,258
Solomon Islands,SLB,1992,907
Solomon Islands,SLB,2003,983
Solomon Islands,SLB,2005,658
Solomon Islands,SLB,2012,778
Somalia,SOM,1960,3735
Somalia,SOM,1970,4670
Somalia,SOM,1975,5518
Somalia,SOM,1988,6349
Somalia,SOM,1990,5444
Somalia,SOM,1997,3174
Somalia,SOM,2000,3549
Somalia,SOM,2001,3675
Somalia,SOM,2002,3801
Somalia,SOM,2003,3926
Somalia,SOM,2004,4052
Somalia,SOM,2013,11757
Somalia,SOM,2014,12081
South Africa,ZAF,2005,134066
South Africa,ZAF,2007,118116
South Africa,ZAF,2008,118794
South Africa,ZAF,2010,117841
South Asia,,1960,290033
South Asia,,1970,417622
South Asia,,1975,501536
South Asia,,1980,656961
South Asia,,1981,674931
South Asia,,1985,718260
South Asia,,1987,744701
South Asia,,1991,833553
South Asia,,2002,977610
South Asia,,2003,1273594
South Asia,,2005,1235225
South Asia,,2011,1120309
South Asia (IDA & IBRD),,1960,290033
South Asia (IDA & IBRD),,1970,417622
South Asia (IDA & IBRD),,1975,501536
South Asia (IDA & IBRD),,1980,656961
South Asia (IDA & IBRD),,1981,674931
South Asia (IDA & IBRD),,1985,718260
South Asia (IDA & IBRD),,1987,744701
South Asia (IDA & IBRD),,1991,833553
South Asia (IDA & IBRD),,2002,977610
South Asia (IDA & IBRD),,2003,1273594
South Asia (IDA & IBRD),,2005,1235225
South Asia (IDA & IBRD),,2011,1120309
South Korea,KOR,1980,64810
South Korea,KOR,1985,97934
South Korea,KOR,1989,127347
South Korea,KOR,1990,132895
South Korea,KOR,1991,142876
South Korea,KOR,1992,153118
South Korea,KOR,1993,163520
South Korea,KOR,1994,183030
South Korea,KOR,1995,198409
South Korea,KOR,1996,209414
South Korea,KOR,1997,220577
South Korea,KOR,1998,236061
South Korea,KOR,1999,261053
South Korea,KOR,2000,286749
South Korea,KOR,2001,288958
South Korea,KOR,2002,314455
South Korea,KOR,2003,340036
South Korea,KOR,2004,413510
South Korea,KOR,2005,284084
South Korea,KOR,2006,314082
South Korea,KOR,2007,352540
South Korea,KOR,2008,379074
South Korea,KOR,2009,403932
South Korea,KOR,2010,432876
South Korea,KOR,2011,475744
South Korea,KOR,2012,514687
South Korea,KOR,2013,550543
South Korea,KOR,2014,587993
South Korea,KOR,2015,592262
South Korea,KOR,2016,613968
South Korea,KOR,2017,631092
Spain,ESP,1970,158928
Spain,ESP,1979,204552
Spain,ESP,1980,202452
Spain,ESP,1981,203897
Spain,ESP,1982,205124
Spain,ESP,1983,198492
Spain,ESP,1984,191652
Spain,ESP,1985,188501
Spain,ESP,1986,185206
Spain,ESP,1987,185687
Spain,ESP,1988,182205
Spain,ESP,1989,182490
Spain,ESP,1990,178790
Spain,ESP,1991,179245
Spain,ESP,1992,176210
Spain,ESP,1993,173190
Spain,ESP,1994,174016
Spain,ESP,1995,170813
Spain,ESP,1996,171526
Spain,ESP,1997,168241
Spain,ESP,1998,168939
Spain,ESP,1999,165586
Spain,ESP,2000,150101
Spain,ESP,2001,147061
Spain,ESP,2002,145010
Spain,ESP,2003,147657
Spain,ESP,2004,145934
Spain,ESP,2005,145863
Spain,ESP,2006,146241
Spain,ESP,2007,146840
Spain,ESP,2008,146934
Spain,ESP,2009,146310
Spain,ESP,2010,145207
Spain,ESP,2011,142640
Spain,ESP,2012,139994
Spain,ESP,2013,138153
Spain,ESP,2014,137877
Spain,ESP,2015,138368
Spain,ESP,2016,137867
Spain,ESP,2017,138511
Sri Lanka,LKA,1960,30994
Sri Lanka,LKA,1970,37668
Sri Lanka,LKA,1975,45850
Sri Lanka,LKA,1980,44265
Sri Lanka,LKA,1981,44865
Sri Lanka,LKA,1989,41108
Sri Lanka,LKA,1990,47533
Sri Lanka,LKA,1999,41059
Sri Lanka,LKA,2000,54455
Sri Lanka,LKA,2001,56735
Sri Lanka,LKA,2002,59094
